time,BTCUSDT,ETHUSDT,LTCUSDT,DOTUSDT,MATICUSDT,SOLUSDT,ETCUSDT,ALGOUSDT,BNBUSDT,ADAUSDT,AVAXUSDT,SUIUSDT,NEARUSDT,HBARUSDT,APTUSDT
2020-07-23 00:00:00+00:00,95.568669,4011.06966,1905.18663,,,,3409.96,,14687.37,1572915.3,,,,,
2020-07-24 00:00:00+00:00,81.623787,2931.29608,548.76091,,,,1860.76,,13982.23,1311594.5,,,,,
2020-07-25 00:00:00+00:00,135.852592,6184.31999,3567.06181,,,,5365.81,,10233.31,5843496.4,,,,,
2020-07-26 00:00:00+00:00,240.596076,3936.30345,3740.96778,,,,9743.34,,12761.29,8818002.4,,,,,
2020-07-27 00:00:00+00:00,1050.896514,6751.33453,7943.74844,,,,42842.68,,18860.75,8799331.3,,,,,
2020-07-28 00:00:00+00:00,528.408639,2867.11998,6335.26321,,,,21883.51,,16026.51,5420544.0,,,,,
2020-07-29 00:00:00+00:00,159.445256,1290.60915,2869.19028,,,,11749.41,,4963.95,2650412.4,,,,,
2020-07-30 00:00:00+00:00,84.020996,2316.33989,4350.79034,,,,7432.64,,2964.77,1854940.0,,,,,
2020-07-31 00:00:00+00:00,120.559704,2651.06143,1844.73887,,,,9104.21,,4852.33,1129559.1,,,,,
2020-08-01 00:00:00+00:00,181.397571,6978.57591,4586.16559,,,,13838.34,,9172.87,3887175.0,,,,,
2020-08-02 00:00:00+00:00,331.082702,5568.60054,7955.75112,,,,32711.84,,13952.63,3890362.8,,,,,
2020-08-03 00:00:00+00:00,151.111532,2360.33674,2804.84562,,,,9313.74,,20192.25,1084978.1,,,,,
2020-08-04 00:00:00+00:00,136.617914,1131.41125,2592.6833,,,,5482.49,,4367.85,2570732.5,,,,,
2020-08-05 00:00:00+00:00,169.299941,2583.07573,3050.88856,,,,4689.34,,11005.61,1541895.0,,,,,
2020-08-06 00:00:00+00:00,108.645536,1225.38586,3644.34901,,,,7681.39,,5021.89,951487.3,,,,,
2020-08-07 00:00:00+00:00,110.611031,899.08293,3013.61658,,,,3622.81,,4785.19,640852.4,,,,,
2020-08-08 00:00:00+00:00,129.942061,1731.44364,1444.4735,,,,2617.06,,6692.86,1174534.7,,,,,
2020-08-09 00:00:00+00:00,82.826894,679.72267,962.23969,,,,7024.06,,4303.75,1491483.7,,,,,
2020-08-10 00:00:00+00:00,171.984429,867.42087,2268.25846,,,,4727.9,,6982.37,1093333.4,,,,,
2020-08-11 00:00:00+00:00,176.360102,2352.28492,3531.70736,,,,5023.45,,14988.15,832059.4,,,,,
2020-08-12 00:00:00+00:00,94.555925,743.61324,2256.52971,,,,2457.36,,10257.78,1885572.0,,,,,
2020-08-13 00:00:00+00:00,128.801882,3306.49576,4065.78097,,,,5943.0,,12384.49,1531408.2,,,,,
2020-08-14 00:00:00+00:00,119.845929,4990.1068,2029.22854,,,,4356.47,,13773.41,916106.2,,,,,
2020-08-15 00:00:00+00:00,104.310058,1186.93187,4142.29693,,,,6198.82,,6761.19,1268309.7,,,,,
2020-08-16 00:00:00+00:00,41.130538,1203.74347,8912.89385,,,,4613.56,,6259.08,1561542.0,,,,,
2020-08-17 00:00:00+00:00,202.88071,2702.62621,9179.8401,,,,9504.55,,9963.85,1213969.6,,,,,
2020-08-18 00:00:00+00:00,139.84325,2368.35623,5637.31606,,,,10102.09,,4755.5,1135369.2,,,,,
2020-08-19 00:00:00+00:00,167.012969,1282.33803,7895.14052,,,,9196.58,,6248.44,1315882.9,,,,,
